1440
-0.000001 -6.000000 1.077642
1.081438 -5.884712 0.629694
1.170540 -5.884712 1.077639
1.081440 5.884712 0.629693
0.000000 6.000000 1.077640
1.170542 5.884712 1.077640
0.827698 5.884712 0.249941
0.000000 6.000000 1.077640
1.081440 5.884712 0.629693
-0.000001 -6.000000 1.077642
0.827697 -5.884712 0.249943
1.081438 -5.884712 0.629694
-0.000001 -6.000000 1.077642
0.447946 -5.884712 -0.003798
0.827697 -5.884712 0.249943
0.447947 5.884712 -0.003800
0.000000 6.000000 1.077640
0.827698 5.884712 0.249941
-0.000000 5.884712 -0.092902
0.000000 6.000000 1.077640
0.447947 5.884712 -0.003800
-0.000001 -6.000000 1.077642
-0.000000 -5.884712 -0.092900
0.447946 -5.884712 -0.003798
-0.000001 -6.000000 1.077642
-0.447947 -5.884712 -0.003798
-0.000000 -5.884712 -0.092900
-0.447947 5.884712 -0.003800
0.000000 6.000000 1.077640
-0.000000 5.884712 -0.092902
-0.827698 5.884712 0.249942
0.000000 6.000000 1.077640
-0.447947 5.884712 -0.003800
-0.000001 -6.000000 1.077642
-0.827697 -5.884712 0.249943
-0.447947 -5.884712 -0.003798
-0.000001 -6.000000 1.077642
-1.081438 -5.884712 0.629694
-0.827697 -5.884712 0.249943
-1.081440 5.884712 0.629693
0.000000 6.000000 1.077640
-0.827698 5.884712 0.249942
-1.170542 5.884712 1.077640
0.000000 6.000000 1.077640
-1.081440 5.884712 0.629693
-0.000001 -6.000000 1.077642
-1.170540 -5.884712 1.077641
-1.081438 -5.884712 0.629694
-0.000001 -6.000000 1.077642
-1.081438 -5.884712 1.525587
-1.170540 -5.884712 1.077641
-1.081439 5.884712 1.525587
0.000000 6.000000 1.077640
-1.170542 5.884712 1.077640
-0.827698 5.884712 1.905338
0.000000 6.000000 1.077640
-1.081439 5.884712 1.525587
-0.000001 -6.000000 1.077642
-0.827697 -5.884712 1.905337
-1.081438 -5.884712 1.525587
-0.000001 -6.000000 1.077642
-0.447946 -5.884712 2.159079
-0.827697 -5.884712 1.905337
-0.447946 5.884712 2.159080
0.000000 6.000000 1.077640
-0.827698 5.884712 1.905338
0.000001 5.884712 2.248181
0.000000 6.000000 1.077640
-0.447946 5.884712 2.159080
-0.000001 -6.000000 1.077642
0.000001 -5.884712 2.248180
-0.447946 -5.884712 2.159079
-0.000001 -6.000000 1.077642
0.447947 -5.884712 2.159078
0.000001 -5.884712 2.248180
0.447947 5.884712 2.159079
0.000000 6.000000 1.077640
0.000001 5.884712 2.248181
0.827698 5.884712 1.905337
0.000000 6.000000 1.077640
0.447947 5.884712 2.159079
-0.000001 -6.000000 1.077642
0.827697 -5.884712 1.905336
0.447947 -5.884712 2.159078
-0.000001 -6.000000 1.077642
1.081438 -5.884712 1.525586
0.827697 -5.884712 1.905336
1.081440 5.884712 1.525586
0.000000 6.000000 1.077640
0.827698 5.884712 1.905337
1.170542 5.884712 1.077640
0.000000 6.000000 1.077640
1.081440 5.884712 1.525586
-0.000001 -6.000000 1.077642
1.170540 -5.884712 1.077639
1.081438 -5.884712 1.525586
1.081438 -5.884712 1.525586
1.170540 -5.884712 1.077639
2.296099 -5.543278 1.077639
1.081438 -5.884712 1.525586
2.296099 -5.543278 1.077639
2.121319 -5.543278 1.956318
2.121319 -5.543278 1.956318
2.296099 -5.543278 1.077639
3.079679 -4.988818 2.353283
2.296099 -5.543278 1.077639
3.333421 -4.988818 1.077640
3.079679 -4.988818 2.353283
3.079679 -4.988818 2.353283
3.333421 -4.988818 1.077640
3.919688 -4.242640 2.701226
3.333421 -4.988818 1.077640
4.242640 -4.242640 1.077640
3.919688 -4.242640 2.701226
3.919688 -4.242640 2.701226
4.242640 -4.242640 1.077640
4.609066 -3.333421 2.986775
4.242640 -4.242640 1.077640
4.988818 -3.333421 1.077640
4.609066 -3.333421 2.986775
4.609066 -3.333421 2.986775
4.988818 -3.333421 1.077640
5.543278 -2.296100 1.077640
4.609066 -3.333421 2.986775
5.543278 -2.296100 1.077640
5.121321 -2.296100 3.198958
5.121321 -2.296100 3.198958
5.543278 -2.296100 1.077640
5.436765 -1.170541 3.329618
5.543278 -2.296100 1.077640
5.884712 -1.170541 1.077640
5.436765 -1.170541 3.329618
5.436765 -1.170541 3.329618
5.884712 -1.170541 1.077640
